Hellas Verona,Serie A TIM,74,75,74,74,70
Dynamo Kyiv,Rest of World,74,75,73,74,70
Celtic,Scottish Prem,74,75,73,74,70
PFC CSKA Moscow,Rest of World,74,75,71,74,70
Spartak Moscow,Rest of World,74,74,74,74,70
AZ,Eredivisie,74,74,74,74,70
Independiente,SAF,74,73,74,74,70
Internacional,Liga do Brasil,73,74,74,74,70
PAOK,Rest of World,73,73,75,74,70
Vitória Guimarães,Liga NOS,72,74,75,74,70
RSC Anderlecht,Pro League,72,73,72,74,70
SK Slavia Praha,Rest of World,71,74,74,74,70
Royal Antwerp FC,Pro League,79,73,74,73,70
Trabzonspor,Süper Lig,77,74,72,73,70
Colón de Santa Fe,SAF,76,73,72,73,70
RCD Mallorca,LaLiga Santander,76,73,72,73,70
Girona FC,LaLiga SmartBank,76,72,73,73,70
Cruzeiro,Liga do Brasil,76,71,75,73,70
San Lorenzo de Almagro,SAF,75,73,73,73,70
Fulham,EFL Championship,75,73,71,73,70
AEK Athens,Rest of World,75,72,72,73,70
Club Atlético Lanús,SAF,75,72,71,73,70
SPAL,Serie A TIM,75,71,71,73,70
Santos,Liga do Brasil,74,73,73,73,70
FC Red Bull Salzburg,Ö. Bundesliga,74,73,73,73,70
Rangers FC,Scottish Prem,74,72,73,73,70
Club Olimpia,Libertadores,74,72,71,73,70
Club América,LIGA BBVA MX,74,70,71,73,70
Rio Ave FC,Liga NOS,73,74,73,73,70
Leeds United,EFL Championship,73,74,73,73,70
Fortuna Düsseldorf,Bundesliga,73,74,72,73,70
Vélez Sarsfield,SAF,73,73,73,73,70
Dinamo Zagreb,Rest of World,73,73,72,73,70
Amiens SC,Ligue 1 Conforama,73,73,71,73,70
KRC Genk,Pro League,73,72,73,73,70
Cruz Azul,LIGA BBVA MX,73,72,71,73,70
Toulouse Football Club,Ligue 1 Conforama,72,74,71,73,70
West Bromwich Albion,EFL Championship,72,74,71,73,70
Sparta Praha,Rest of World,72,73,72,73,70
Hamburger SV,Bundesliga 2,72,73,72,73,70
Fluminense,Liga do Brasil,71,74,72,73,70
Stade de Reims,Ligue 1 Conforama,71,73,73,73,70
Alanyaspor,Süper Lig,76,72,71,72,70
BSC Young Boys,RSL,76,72,71,72,70
Futebol Clube de Famalicão,Liga NOS,74,74,71,72,70
Club Atlético Talleres,SAF,74,72,70,72,70
Brescia,Serie A TIM,74,72,70,72,70
Göztepe SK,Süper Lig,74,72,69,72,70
SD Huesca,LaLiga SmartBank,73,72,72,72,70
R. Zaragoza,LaLiga SmartBank,73,72,72,72,70
Football Club de Metz,Ligue 1 Conforama,73,72,72,72,70
Nottingham Forest,EFL Championship,73,72,72,72,70
Botafogo,Liga do Brasil,73,72,71,72,70
FC København,3F Superliga,73,72,70,72,70
1. FC Union Berlin,Bundesliga,73,71,73,72,70
Brentford,EFL Championship,73,71,72,72,70
FC Basel 1893,RSL,73,71,72,72,70
Universidad Católica,Camp. AFP PlanVital,73,70,72,72,70
VfB Stuttgart,Bundesliga 2,73,70,69,72,70
Standard de Liège,Pro League,72,74,72,72,70
Viktoria Plzeň,Rest of World,72,73,72,72,70
Stade Brestois 29,Ligue 1 Conforama,72,72,72,72,70
Defensa y Justicia,SAF,72,72,71,72,70
Dijon FCO,Ligue 1 Conforama,72,72,70,72,70
Lecce,Serie A TIM,72,71,72,72,70
Hannover 96,Bundesliga 2,72,71,71,72,70
Colo-Colo,Libertadores,72,68,73,72,70
Santos Laguna,LIGA BBVA MX,71,72,70,72,70
Cardiff City,EFL Championship,71,71,71,72,70
Estudiantes de La Plata,SAF,70,74,72,72,70
FC Utrecht,Eredivisie,70,73,70,72,70
Rayo Vallecano,LaLiga SmartBank,69,71,71,72,70
Club León,LIGA BBVA MX,66,73,71,72,70
Al Nassr,MBS Pro League,79,72,69,71,70
Al Ahli,MBS Pro League,77,72,69,71,70
Guangzhou Evergrande Taobao FC,CSL,77,71,68,71,70
Toronto FC,MLS,75,72,69,71,70
Seattle Sounders FC,MLS,73,73,69,71,70
Rosario Central,SAF,73,71,72,71,70
Panathinaikos FC,Rest of World,73,71,70,71,70
Antalyaspor,Süper Lig,73,71,69,71,70
América de Cali,Liga Dimayor,73,69,69,71,70
Sporting Kansas City,MLS,72,73,70,71,70
Goiás,Liga do Brasil,72,72,71,71,70
Portland Timbers,MLS,72,72,70,71,70
Vasco da Gama,Sudamericana,72,71,73,71,70
Bristol City,EFL Championship,72,71,71,71,70
Moreirense FC,Liga NOS,72,71,71,71,70
Unión de Santa Fe,SAF,72,71,70,71,70
Club Tijuana,LIGA BBVA MX,72,71,70,71,70
Gazişehir Gaziantep Futbol Kulübü,Süper Lig,72,71,70,71,70
Nîmes Olympique,Ligue 1 Conforama,72,70,72,71,70
Deportivo Toluca,LIGA BBVA MX,72,70,69,71,70
Club Atlético Peñarol,Libertadores,72,69,69,71,70
Centro Sportivo Alagoano,Liga do Brasil,71,72,71,71,70
Arsenal de Sarandí,SAF,71,72,71,71,70
Club Atlético Banfield,SAF,71,72,69,71,70
Benevento,Calcio B,71,71,71,71,70
Derby County,EFL Championship,71,71,71,71,70
Gil Vicente FC,Liga NOS,71,71,70,71,70
Guadalajara,LIGA BBVA MX,71,71,70,71,70
1. FC Nürnberg,Bundesliga 2,71,71,70,71,70
Pachuca,LIGA BBVA MX,71,71,69,71,70
Sheffield Wednesday,EFL Championship,71,71,69,71,70
Cádiz CF,LaLiga SmartBank,70,72,71,71,70
Bahia,Liga do Brasil,70,72,71,71,70
Club Athletico Paranaense,Liga do Brasil,70,71,72,71,70
Boavista FC,Liga NOS,70,71,71,71,70
Preston North End,EFL Championship,70,71,71,71,70
UD Almería,LaLiga SmartBank,70,71,70,71,70
Sporting Charleroi,Pro League,70,71,70,71,70
Çaykur Rizespor,Süper Lig,70,71,69,71,70
Sivasspor,Süper Lig,70,70,70,71,70
CFR Cluj,Liga I,70,68,71,71,70
Columbus Crew SC,MLS,69,72,70,71,70
Chapecoense,Liga do Brasil,69,71,71,71,70
Newell's Old Boys,SAF,69,71,71,71,70
Stoke City,EFL Championship,69,71,71,71,70
LA Galaxy,MLS,78,72,66,70,60
Atlanta United,MLS,77,67,68,70,60
D.C. United,MLS,75,70,69,70,60
Denizlispor,Süper Lig,74,70,70,70,60
Junior FC,Liga Dimayor,74,69,68,70,60
Monarcas Morelia,LIGA BBVA MX,73,72,69,70,60
LAFC,MLS,73,72,67,70,60
1. FC Heidenheim 1846,Bundesliga 2,73,71,70,70,60
Blackburn Rovers,EFL Championship,73,70,70,70,60
Club Nacional de Football,Libertadores,73,70,69,70,60
Gençlerbirliği SK,Süper Lig,73,70,69,70,60
Kasimpaşa SK,Süper Lig,72,71,68,70,60
Atlético Tucumán,SAF,72,70,69,70,60
Frosinone,Calcio B,72,69,70,70,60
Konyaspor,Süper Lig,72,69,70,70,60
Kaizer Chiefs,Rest of World,72,69,68,70,60
Fotbal Club FCSB,Liga I,72,68,69,70,60
Argentinos Juniors,SAF,72,67,71,70,60
Birmingham City,EFL Championship,71,71,71,70,60
SV Zulte Waregem,Pro League,71,71,69,70,60
Portimonense SC,Liga NOS,71,71,69,70,60
DSC Arminia Bielefeld,Bundesliga 2,71,71,69,70,60
Vitesse,Eredivisie,71,70,69,70,60
RC Deportivo,LaLiga SmartBank,71,70,68,70,60
Ulsan Hyundai Horang-i,K-League 1,71,69,69,70,60
FC Lorient,Domino’s Ligue 2,71,69,69,70,60
Empoli,Calcio B,71,68,70,70,60
Avaí,Liga do Brasil,70,71,71,70,60
Reading,EFL Championship,70,71,70,70,60
Middlesbrough,EFL Championship,70,71,70,70,60
Yeni Malatyaspor,Süper Lig,70,71,69,70,60
Club Libertad,Libertadores,70,70,71,70,60
LASK Linz,Ö. Bundesliga,70,70,71,70,60
Huddersfield Town,EFL Championship,70,70,70,70,60
R. Sporting,LaLiga SmartBank,70,70,70,70,60
Málaga CF,LaLiga SmartBank,70,70,69,70,60
UD Las Palmas,LaLiga SmartBank,70,70,69,70,60
Gallos Blancos de Querétaro,LIGA BBVA MX,70,70,67,70,60
Puebla,LIGA BBVA MX,70,70,65,70,60
Marítimo,Liga NOS,70,69,71,70,60
Kayserispor,Süper Lig,70,69,70,70,60
Club Atlas,LIGA BBVA MX,70,69,69,70,60
MKE Ankaragücü,Süper Lig,70,68,70,70,60
New York City FC,MLS,69,71,71,70,60
Vitória Setúbal,Liga NOS,69,70,70,70,60
Millwall,EFL Championship,69,70,70,70,60
Santa Clara,Liga NOS,69,70,69,70,60
Gimnasia y Esgrima La Plata,SAF,69,69,70,70,60
New York Red Bulls,MLS,69,69,70,70,60
Malmö FF,Allsvenskan,68,72,69,70,60
Fortaleza,Liga do Brasil,68,71,70,70,60
Atlético Nacional,Liga Dimayor,68,70,71,70,60
Jeonbuk Hyundai Motors,K-League 1,68,70,71,70,60
Swansea City,EFL Championship,67,71,69,70,60
Club Atlético Huracán,SAF,67,67,67,70,60
Club Necaxa,LIGA BBVA MX,75,68,68,69,60
Beijing Sinobo Guoan FC,CSL,74,69,67,69,60
Colorado Rapids,MLS,74,69,67,69,60
Elche CF,LaLiga SmartBank,74,69,67,69,60
Racing Club de Lens,Domino’s Ligue 2,72,69,69,69,60
Kawasaki Frontale,Meiji Yasuda J1,72,69,68,69,60
Molde FK,Eliteserien,72,69,68,69,60
U.N.A.M.,LIGA BBVA MX,72,69,67,69,60
Chicago Fire Soccer Club,MLS,72,67,67,69,60
Shanghai SIPG FC,CSL,71,73,66,69,60
Impact Montréal,MLS,71,72,64,69,60
Chievo Verona,Calcio B,71,70,68,69,60
En Avant Guingamp,Domino’s Ligue 2,71,69,69,69,60
Queens Park Rangers,EFL Championship,71,69,69,69,60
New England Revolution,MLS,71,69,68,69,60
SC Heerenveen,Eredivisie,71,69,67,69,60
VfL Bochum 1848,Bundesliga 2,71,68,69,69,60
Kashima Antlers,Meiji Yasuda J1,71,68,66,69,60
Vissel Kobe,Meiji Yasuda J1,70,70,71,69,60
Yokohama F・Marinos,Meiji Yasuda J1,70,70,69,69,60
SC Paderborn 07,Bundesliga,70,70,69,69,60
CD Tenerife,LaLiga SmartBank,70,70,69,69,60
FC Dallas,MLS,70,69,70,69,60
FC Cincinnati,MLS,70,69,69,69,60
Fútbol Club Juárez,LIGA BBVA MX,70,69,69,69,60
Club Atlético de San Luis,LIGA BBVA MX,70,69,69,69,60
Royal Excel Mouscron,Pro League,70,69,69,69,60
SV Darmstadt 98,Bundesliga 2,70,69,69,69,60
SK Rapid Wien,Ö. Bundesliga,70,69,69,69,60
Philadelphia Union,MLS,70,69,68,69,60
KAS Eupen,Pro League,70,69,68,69,60
FC St. Pauli,Bundesliga 2,70,69,67,69,60
Hammarby IF,Allsvenskan,70,69,67,69,60
KV Mechelen,Pro League,70,69,66,69,60
Gamba Osaka,Meiji Yasuda J1,70,68,70,69,60
SK Sturm Graz,Ö. Bundesliga,70,68,69,69,60
AD Alcorcón,LaLiga SmartBank,70,67,69,69,60
Godoy Cruz,SAF,70,66,68,69,60
Urawa Red Diamonds,Meiji Yasuda J1,70,66,68,69,60
Perugia,Calcio B,70,65,70,69,60
San Jose Earthquakes,MLS,69,70,69,69,60
FC Paços de Ferreira,Liga NOS,69,70,68,69,60
KSV Cercle Brugge,Pro League,69,70,67,69,60
Albacete BP,LaLiga SmartBank,69,69,69,69,60
KV Oostende,Pro League,69,69,69,69,60
ESTAC Troyes,Domino’s Ligue 2,69,69,69,69,60
R. Oviedo,LaLiga SmartBank,69,69,68,69,60
Crotone,Calcio B,69,69,67,69,60
Millonarios FC,Liga Dimayor,69,69,64,69,60
SV Sandhausen,Bundesliga 2,69,68,70,69,60
CD Tondela,Liga NOS,69,68,69,69,60
Cerezo Osaka,Meiji Yasuda J1,69,68,69,69,60
Wigan Athletic,EFL Championship,69,68,69,69,60
Belenenses,Liga NOS,69,67,69,69,60
F.C. Tokyo,Meiji Yasuda J1,68,70,69,69,60
Willem II,Eredivisie,68,70,68,69,60
KV Kortrijk,Pro League,68,69,68,69,60
Charlton Athletic,EFL Championship,68,69,67,69,60
Rosenborg BK,Eliteserien,68,68,70,69,60
Independiente del Valle,Libertadores,67,72,68,69,60
Houston Dynamo,MLS,67,71,69,69,60
FC Midtjylland,3F Superliga,67,69,70,69,60
Deportes Tolima,Liga Dimayor,67,69,69,69,60
SG Dynamo Dresden,Bundesliga 2,67,69,69,69,60
Pescara,Calcio B,67,68,65,69,60
Shandong Luneng TaiShan FC,CSL,76,68,65,68,50
Al Ain FC,Rest of World,75,70,65,68,50
Al Shabab,MBS Pro League,73,71,65,68,50
Vancouver Whitecaps FC,MLS,72,68,68,68,50
Heracles Almelo,Eredivisie,72,68,66,68,50
Suwon Samsung Bluewings,K-League 1,72,68,66,68,50
SV Wehen Wiesbaden,Bundesliga 2,72,67,67,68,50
Real Salt Lake,MLS,71,69,67,68,50
SD Ponferradina,LaLiga SmartBank,71,68,67,68,50
Havre Athletic Club,Domino’s Ligue 2,71,67,67,68,50
Asociația Fotbal Club Astra Giurgiu,Liga I,70,69,68,68,50
Shanghai Greenland Shenhua FC,CSL,70,69,64,68,50
Independiente Santa Fe,Liga Dimayor,70,68,68,68,50
Universidad de Chile,Camp. AFP PlanVital,70,68,68,68,50
AJ Auxerre,Domino’s Ligue 2,70,68,68,68,50
Orlando City Soccer Club,MLS,70,68,66,68,50
Al Ittihad,MBS Pro League,70,68,66,68,50
Nagoya Grampus,Meiji Yasuda J1,70,68,65,68,50
Hokkaido Consadole Sapporo,Meiji Yasuda J1,70,67,70,68,50
Independiente Medellín,Liga Dimayor,70,67,68,68,50
SpVgg Greuther Fürth,Bundesliga 2,70,67,67,68,50
CD Everton de Viña del Mar,Camp. AFP PlanVital,70,67,65,68,50
Legia Warszawa,PKO Ekstraklasa,69,70,68,68,50
AIK,Allsvenskan,69,70,65,68,50
La Spezia,Calcio B,69,69,66,68,50
FC Seoul,K-League 1,69,69,63,68,50
Once Caldas,Liga Dimayor,69,68,68,68,50
FC Erzgebirge Aue,Bundesliga 2,69,68,68,68,50
FC Emmen,Eredivisie,69,68,67,68,50
Luton Town,EFL Championship,69,68,67,68,50
FC Twente,Eredivisie,69,68,67,68,50
Karlsruher SC,Bundesliga 2,69,68,67,68,50
Holstein Kiel,Bundesliga 2,69,68,67,68,50
Extremadura UD,LaLiga SmartBank,69,68,67,68,50
Al Taawoun,MBS Pro League,69,68,66,68,50
Salerno,Calcio B,69,68,66,68,50
CD Mirandés,LaLiga SmartBank,69,68,66,68,50
Deportivo Binacional,Libertadores,69,67,67,68,50
Unión La Calera,Camp. AFP PlanVital,69,66,68,68,50
Sanfrecce Hiroshima,Meiji Yasuda J1,68,69,68,68,50
CF Fuenlabrada,LaLiga SmartBank,68,69,68,68,50
Paris FC,Domino’s Ligue 2,68,69,65,68,50
Hull City,EFL Championship,68,68,69,68,50
Cremona,Calcio B,68,68,68,68,50
Ascoli,Calcio B,68,68,68,68,50
Sint-Truidense VV,Pro League,68,68,68,68,50
CD Numancia,LaLiga SmartBank,68,68,68,68,50
ADO Den Haag,Eredivisie,68,68,65,68,50
Pordenone,Calcio B,68,67,69,68,50
Patronato,SAF,68,67,68,68,50
Club Atlético Aldosivi,SAF,68,67,67,68,50
Orlando Pirates,Rest of World,68,67,67,68,50
Pisa,Calcio B,68,67,67,68,50
Heart of Midlothian,Scottish Prem,68,65,68,68,50
LDU Quito,Libertadores,67,69,66,68,50
Wolfsberger AC,Ö. Bundesliga,67,68,68,68,50
CD Lugo,LaLiga SmartBank,67,68,68,68,50
VfL Osnabrück,Bundesliga 2,67,68,68,68,50
Aberdeen,Scottish Prem,67,68,68,68,50
Venezia,Calcio B,67,68,66,68,50
Stade Malherbe Caen,Domino’s Ligue 2,67,67,67,68,50
U Craiova 1948 Club Sportiv,Liga I,66,69,68,68,50
Minnesota United FC,MLS,65,70,68,68,50
Ceará Sporting Club,Liga do Brasil,64,70,69,68,50
Jiangsu Suning FC,CSL,76,64,65,67,50
La Equidad,Liga Dimayor,73,66,65,67,50
Cracovia,PKO Ekstraklasa,72,67,67,67,50
Valenciennes FC,Domino’s Ligue 2,70,65,67,67,50
FK Austria Wien,Ö. Bundesliga,69,67,66,67,50
Club Atlético Central Córdoba,SAF,69,67,64,67,50
CD O'Higgins,Camp. AFP PlanVital,69,67,64,67,50
Guaraní (Paraguay),Libertadores,69,67,64,67,50
Barcelona Guayaquil,Libertadores,69,66,68,67,50
Aalborg BK,3F Superliga,69,66,66,67,50
Guangzhou R&F FC,CSL,69,66,65,67,50
Rionegro Águilas,Liga Dimayor,69,66,64,67,50
Shimizu S-Pulse,Meiji Yasuda J1,69,65,65,67,50
CD Palestino,Camp. AFP PlanVital,68,69,64,67,50
PEC Zwolle,Eredivisie,68,68,67,67,50
Desportivo das Aves,Liga NOS,68,68,67,67,50
Hibernian,Scottish Prem,68,68,66,67,50
Club Bolívar,Libertadores,68,68,65,67,50
Cosenza,Calcio B,68,67,67,67,50
Grenoble Foot 38,Domino’s Ligue 2,68,67,67,67,50
Brøndby IF,3F Superliga,68,67,66,67,50
Chiavari,Calcio B,67,70,65,67,50
Club Alianza Lima,Libertadores,67,69,67,67,50
Real Racing Club,LaLiga SmartBank,67,68,67,67,50
Barnsley,EFL Championship,67,68,66,67,50
Cittadella,Calcio B,67,67,68,67,50
SSV Jahn Regensburg,Bundesliga 2,67,67,68,67,50
Fotbal Club Viitorul Constanța,Liga I,67,67,67,67,50
FC Sochaux-Montbéliard,Domino’s Ligue 2,67,67,67,67,50
Sunderland,EFL League One,67,67,67,67,50
Motherwell,Scottish Prem,67,67,66,67,50
CS Emelec,Sudamericana,67,67,64,67,50
Piast Gliwice,PKO Ekstraklasa,67,66,68,67,50
Lech Poznań,PKO Ekstraklasa,67,66,68,67,50
Deportivo Cali,Liga Dimayor,67,66,67,67,50
Clermont Foot 63,Domino’s Ligue 2,67,66,67,67,50
Castellammare di Stabia,Calcio B,67,66,66,67,50
Oita Trinita,Meiji Yasuda J1,67,65,68,67,50
Lechia Gdańsk,PKO Ekstraklasa,67,65,68,67,50
Vegalta Sendai,Meiji Yasuda J1,67,65,66,67,50
Pohang Steelers,K-League 1,66,69,65,67,50
Ettifaq FC,MBS Pro League,66,69,64,67,50
Jeju United FC,K-League 1,66,68,65,67,50
Djurgårdens IF,Allsvenskan,66,67,69,67,50
Livorno,Calcio B,66,67,67,67,50
SK Brann,Eliteserien,66,66,66,67,50
Coquimbo Unido,Camp. AFP PlanVital,66,64,64,67,50
FC Luzern,RSL,65,67,67,67,50
Jagiellonia Białystok,PKO Ekstraklasa,64,68,67,67,50
Wisła Kraków,PKO Ekstraklasa,64,67,67,67,50
Kilmarnock,Scottish Prem,64,67,67,67,50
FC Groningen,Eredivisie,62,67,68,67,50
Melbourne City,Hyundai A-League,71,67,65,66,40
Wellington Phoenix,Hyundai A-League,71,66,67,66,40
Chamois Niortais Football Club,Domino’s Ligue 2,70,65,64,66,40
Perth Glory,Hyundai A-League,69,67,66,66,40
Sydney FC,Hyundai A-League,68,68,65,66,40
Al Fayha,MBS Pro League,68,68,63,66,40
Clubul Sportiv Gaz Metan Mediaș,Liga I,68,67,66,66,40
Aarhus AGF,3F Superliga,68,67,66,66,40
Deportes Iquique,Camp. AFP PlanVital,68,66,66,66,40
Trapani,Calcio B,68,66,65,66,40
Peterborough United,EFL League One,68,66,65,66,40
Delfín Sporting Club,Libertadores,68,66,63,66,40
CD Antofagasta,Camp. AFP PlanVital,68,65,65,66,40
Al Wehda,MBS Pro League,67,68,65,66,40
IFK Norrköping,Allsvenskan,67,68,64,66,40
Sparta Rotterdam,Eredivisie,67,67,66,66,40
Esbjerg fB,3F Superliga,67,67,65,66,40
Odense Boldklub,3F Superliga,67,66,67,66,40
Al Faisaly,MBS Pro League,67,66,66,66,40
FC Ingolstadt 04,3. Liga,67,66,66,66,40
FC Lugano,RSL,67,66,66,66,40
Eintracht Braunschweig,3. Liga,67,66,65,66,40
Portsmouth,EFL League One,67,66,65,66,40
Ipswich Town,EFL League One,67,66,65,66,40
Fleetwood Town,EFL League One,67,66,64,66,40
FC Nordsjælland,3F Superliga,67,65,65,66,40
Club Deportivo Jorge Wilstermann,Libertadores,67,64,67,66,40
Waasland-Beveren,Pro League,66,67,66,66,40
VVV-Venlo,Eredivisie,66,67,66,66,40
Huachipato FC,Camp. AFP PlanVital,66,67,64,66,40
Le Mans FC,Domino’s Ligue 2,66,66,66,66,40
La Berrichonne de Châteauroux,Domino’s Ligue 2,66,66,66,66,40
Fotbal Club Botoșani,Liga I,66,66,64,66,40
Rotherham United,EFL League One,66,65,66,66,40
SpVgg Unterhaching,3. Liga,66,65,65,66,40
US Orléans Loiret Football,Domino’s Ligue 2,66,65,63,66,40
FC St. Gallen 1879,RSL,65,68,65,66,40
Deportivo Pasto,Liga Dimayor,65,67,67,66,40
Oxford United,EFL League One,65,67,66,66,40
Athlétic Club Ajaccio,Domino’s Ligue 2,65,66,66,66,40
Śląsk Wrocław,PKO Ekstraklasa,65,66,65,66,40
Unión Española,Camp. AFP PlanVital,65,65,66,66,40
Pogoń Szczecin,PKO Ekstraklasa,65,65,66,66,40
BK Häcken,Allsvenskan,65,65,66,66,40
AS Nancy Lorraine,Domino’s Ligue 2,65,65,65,66,40
Fortuna Sittard,Eredivisie,64,67,64,66,40
Club Atlético Tigre,Libertadores,64,60,64,66,40
Audax Italiano,Camp. AFP PlanVital,63,65,66,66,40
FC Sion,RSL,61,70,65,66,40
FC Zürich,RSL,61,66,67,66,40
Zagłębie Lubin,PKO Ekstraklasa,61,66,66,66,40
Henan Jianye FC,CSL,70,66,61,65,40
Al Hazem,MBS Pro League,70,65,62,65,40
IFK Göteborg,Allsvenskan,69,66,64,65,40
TSV Hartberg,Ö. Bundesliga,69,65,65,65,40
Western United FC,Hyundai A-League,69,62,63,65,40
Górnik Zabrze,PKO Ekstraklasa,68,65,65,65,40
FC Admira Wacker Mödling,Ö. Bundesliga,68,65,64,65,40
Melbourne Victory,Hyundai A-League,68,64,66,65,40
Shonan Bellmare,Meiji Yasuda J1,68,64,64,65,40
Sangju Sangmu FC,K-League 1,67,65,65,65,40
